, income_annum, loan_amount, loan_term, cibil_score,approved
877,5200000,11200000,6,698,1
878,4400000,17000000,18,302,0
879,3900000,7800000,14,349,0
880,1100000,3300000,10,482,0
881,2500000,8200000,10,429,0
882,500000,1300000,8,471,0
883,9000000,32400000,10,895,1
884,5100000,20300000,18,757,1
885,5200000,13500000,2,777,1
886,4400000,8900000,4,761,1
887,1900000,4200000,12,821,1
888,9200000,26500000,6,662,1
889,4800000,16500000,10,350,0
890,4900000,10700000,20,321,0
891,4800000,10100000,4,368,0
892,9300000,24900000,14,455,0
893,7500000,24600000,8,744,1
894,5900000,16800000,4,806,1
895,9400000,27900000,6,456,0
896,5300000,13400000,8,719,1
897,3700000,9000000,18,668,1
898,2500000,5800000,18,494,0
899,2800000,10800000,2,841,1
900,5400000,21400000,8,721,1
901,3100000,9400000,10,414,0
902,4800000,15500000,10,812,1
903,8800000,17500000,20,832,1
904,4100000,14900000,12,571,1
905,9700000,37000000,14,459,0
906,6400000,24100000,6,592,1
907,3400000,13100000,20,527,0
908,3500000,10200000,12,333,0
909,3200000,10000000,18,532,0
910,4900000,13100000,18,754,1
911,1300000,4800000,4,835,0
912,2500000,5400000,10,592,1
913,7500000,27300000,20,553,1
914,700000,2000000,8,806,1
915,8200000,28500000,2,378,1
916,6900000,26200000,4,534,1
917,1500000,5900000,16,400,0
918,6300000,18300000,18,543,0
919,8800000,25600000,10,715,1
920,8900000,20700000,6,684,1
921,2100000,6100000,8,346,0
922,9200000,29200000,6,669,1
923,3600000,8000000,12,566,1
924,8600000,23600000,2,361,0
925,3000000,8000000,6,333,0
926,5200000,16300000,8,335,0
927,7200000,20400000,10,558,1
928,4000000,15600000,12,436,0
929,2400000,5200000,2,371,0
930,5500000,18400000,10,515,0
931,9000000,24300000,10,599,1
932,7900000,24000000,20,728,1
933,6200000,21600000,20,679,1
934,7900000,29200000,4,399,1
935,1200000,4500000,6,819,1
936,4700000,11700000,6,308,0
937,5900000,15600000,2,730,1
938,1400000,5100000,14,312,0
939,4700000,12800000,16,740,1
940,7600000,20000000,10,522,0
941,7200000,16900000,4,702,1
942,1400000,4300000,16,447,0
943,1400000,2900000,4,829,1
944,7900000,18500000,18,727,1
945,7600000,18700000,14,509,0
946,9600000,34200000,2,745,1
947,2300000,6600000,18,513,0
948,8100000,18500000,6,372,0
949,300000,700000,4,411,0
950,4700000,10800000,20,495,0
951,1100000,2500000,4,827,1
952,8600000,25100000,6,820,1
953,8700000,28100000,10,660,1
954,2200000,8600000,4,563,1
955,500000,1400000,10,883,1
956,9100000,22000000,12,387,0
957,2200000,8700000,12,613,1
958,2200000,8000000,14,335,0
959,9600000,34500000,2,795,1
960,6500000,13900000,8,369,0
961,2400000,7400000,18,888,1
962,5500000,12300000,6,742,1
963,5000000,14400000,4,874,1
964,2700000,8100000,16,691,1
965,8500000,30300000,12,762,1
966,4400000,10700000,18,324,0
967,500000,1800000,20,777,1
968,8300000,21400000,2,662,1
969,6000000,13000000,12,462,0
970,4000000,10400000,14,609,1
971,4400000,11700000,20,590,1
972,4400000,15800000,18,779,1
973,1900000,5000000,14,641,1
974,5000000,18400000,12,752,1
975,8000000,23700000,10,305,0
976,8200000,20700000,10,546,0
977,7000000,24200000,8,833,1
978,2400000,8800000,18,421,0
979,6600000,18800000,4,639,1
980,3200000,6900000,20,735,1
981,2600000,5400000,2,377,0
982,6900000,15600000,20,310,0
983,4800000,14000000,2,695,1
984,300000,1200000,4,355,1
985,4300000,14100000,12,525,0
986,700000,2400000,20,330,0
987,9400000,25800000,14,625,1
988,800000,2900000,10,644,1
989,4400000,14900000,4,865,1
990,4700000,14800000,6,661,1
991,2300000,5000000,8,884,1
992,8500000,26700000,10,803,1
993,7600000,28300000,12,800,1
994,3200000,12600000,18,796,1
995,2400000,5000000,4,716,1
996,500000,1100000,18,479,0
997,8500000,28300000,2,810,1
998,8900000,20900000,18,568,1
999,2800000,5600000,8,842,1
1000,2900000,7000000,4,806,1
1001,4900000,17700000,8,722,1
1002,9600000,20700000,14,442,0
1003,3300000,9800000,6,360,0
1004,2800000,5900000,4,461,0
1005,7800000,22200000,10,735,1
1006,2500000,8400000,12,761,1
1007,4400000,10600000,20,653,1
1008,7900000,30800000,4,726,1
1009,8900000,22600000,18,617,1
1010,5600000,13400000,2,460,0
1011,1400000,3300000,8,306,0
1012,500000,1400000,4,471,0
1013,5100000,15300000,4,628,1
1014,9800000,25600000,10,404,0
1015,8600000,21600000,16,804,1
1016,1600000,3900000,20,804,1
1017,2500000,6700000,2,502,0
1018,9500000,22600000,6,861,1
1019,3000000,7800000,14,555,1
1020,5100000,13600000,18,351,0
1021,7600000,23600000,6,358,0
1022,8800000,18800000,14,836,1
1023,1100000,2900000,4,554,1
1024,8700000,30500000,2,443,1
1025,6100000,23600000,4,725,1
1026,1900000,7000000,14,818,1
1027,9900000,38700000,6,670,1
1028,5800000,21100000,6,414,0
1029,9500000,37000000,8,887,1
1030,7900000,26600000,12,409,0
1031,1300000,4500000,14,679,1
1032,700000,2600000,18,478,0
1033,600000,1200000,2,752,1
1034,9400000,33000000,4,616,1
1035,3800000,12500000,14,842,1
1036,7800000,26300000,20,840,1
1037,7800000,27700000,6,430,0
1038,2700000,7000000,4,351,0
1039,600000,2300000,4,347,0
1040,8000000,28800000,10,576,1
1041,4000000,11000000,8,799,1
1042,3300000,10800000,2,550,1
1043,5800000,13300000,4,878,1
1044,2400000,4800000,12,895,1
1045,7600000,29700000,6,603,1
1046,2500000,6900000,12,325,0
1047,3300000,11800000,4,393,1
1048,9800000,30300000,2,612,1
1049,1000000,3800000,8,553,1
1050,2500000,8800000,14,389,0
1051,1900000,6800000,4,782,1
1052,3100000,8500000,12,493,0
1053,6000000,11900000,2,629,1
1054,6500000,21600000,10,419,0
1055,5900000,15800000,2,444,0
1056,6500000,15800000,16,301,0
1057,3800000,11200000,20,479,0
1058,3000000,11400000,10,424,0
1059,4300000,16900000,18,469,0
1060,3500000,8300000,2,897,1
1061,300000,500000,2,477,0
1062,600000,1400000,16,509,0
1063,800000,1700000,4,752,1
1064,5600000,19100000,14,875,1
1065,1800000,3600000,4,343,0
1066,6800000,20800000,20,819,1
1067,4200000,16800000,2,433,1
1068,200000,400000,6,768,1
1069,8500000,31800000,6,714,1
1070,2800000,10100000,16,531,0
1071,3600000,8600000,6,529,0
1072,6200000,19500000,20,448,0
1073,2700000,10000000,2,584,1
1074,6800000,22900000,4,501,1
1075,6300000,24500000,18,848,1
1076,8800000,19100000,6,586,1
1077,5900000,13000000,2,386,0
1078,9800000,37900000,18,301,0
1079,3300000,8300000,6,653,1
1080,300000,500000,14,448,0
1081,4800000,11600000,16,696,1
1082,7500000,28300000,16,707,1
1083,8600000,21700000,4,429,0
1084,8900000,21100000,6,631,1
1085,9600000,29600000,4,446,1
1086,7700000,18100000,18,705,1
1087,7000000,15200000,2,709,1
1088,7800000,19500000,14,739,1
1089,5100000,11000000,6,336,0
1090,9400000,32600000,4,898,1
1091,600000,2100000,6,558,1
1092,5100000,13300000,4,589,1
1093,3800000,14400000,2,301,0
1094,5300000,21200000,14,516,0
1095,1100000,3600000,12,315,0
1096,6400000,14400000,10,546,0
1097,5100000,14500000,14,559,1
1098,5300000,16900000,2,350,1
1099,6700000,18700000,8,583,1
1100,4000000,9400000,8,874,1
1101,3900000,11600000,8,808,1
1102,1600000,4900000,16,487,0
1103,2700000,7800000,14,870,1
1104,1400000,3800000,8,840,1
1105,8000000,19200000,18,682,1
1106,8200000,28900000,10,668,1
1107,4800000,10300000,8,781,1
1108,8100000,19000000,6,375,0
1109,5900000,14900000,14,857,1
1110,8100000,32100000,6,823,1
1111,1400000,5000000,8,686,1
1112,1600000,6300000,2,721,1
1113,4600000,9400000,18,545,0
1114,2900000,8900000,6,523,0
1115,8600000,24900000,20,607,1
1116,3800000,14900000,20,428,0
1117,8200000,20300000,4,666,1
1118,3200000,10100000,20,704,1
1119,8100000,23800000,10,794,1
1120,9800000,23300000,12,430,0
1121,200000,500000,20,615,1
1122,6600000,14100000,20,360,0
1123,9100000,18300000,14,458,0
1124,5500000,20400000,12,887,1
1125,7200000,27400000,8,735,1
1126,2400000,5600000,16,379,0
1127,9600000,25500000,20,544,0
1128,5800000,16700000,12,721,1
1129,2300000,6000000,8,676,1
1130,300000,1200000,4,342,1
1131,9900000,27000000,16,566,1
1132,3500000,14000000,2,355,1
1133,4800000,18500000,20,605,1
1134,1600000,5200000,16,525,0
1135,800000,2500000,12,403,0
1136,9000000,33500000,18,727,1
1137,8300000,28900000,12,529,0
1138,2800000,6100000,18,415,0
1139,6400000,17300000,10,879,1
1140,6000000,12600000,16,649,1
1141,2900000,9800000,16,395,0
1142,6500000,24100000,20,488,0
1143,200000,400000,8,569,1
1144,8400000,24600000,14,817,1
1145,6100000,17800000,20,706,1
1146,8000000,31200000,8,553,1
1147,900000,1800000,14,464,0
1148,7300000,20000000,6,729,1
1149,3700000,7400000,12,363,0
1150,5200000,17200000,12,565,1
1151,7200000,21000000,14,421,0
1152,9400000,34200000,10,512,0
1153,3400000,12400000,2,730,1
1154,600000,2300000,8,627,1
1155,3300000,10000000,16,434,0
1156,5900000,14300000,2,410,0
1157,1300000,3600000,16,624,1
1158,5700000,16900000,4,656,1
1159,7700000,27300000,16,758,1
1160,7000000,23500000,18,336,0
1161,8100000,21900000,18,378,0
1162,1900000,4200000,4,620,1
1163,4500000,9100000,18,593,1
1164,9600000,34000000,12,710,1
1165,5400000,20700000,8,753,1
1166,7800000,27200000,16,454,0
1167,8200000,19100000,8,619,1
1168,8900000,28500000,6,367,0
1169,1400000,3100000,20,384,0
1170,1700000,5900000,16,610,1
1171,5300000,19500000,12,802,1
1172,6500000,25200000,10,858,1
1173,5900000,14000000,8,599,1
1174,9800000,27000000,2,395,0
1175,7700000,16200000,6,380,0
1176,7900000,27100000,10,803,1
1177,3500000,8900000,20,809,1
1178,2400000,6600000,2,722,1
1179,9900000,35700000,10,392,0
1180,3900000,14500000,8,545,0
1181,7300000,28500000,10,799,1
1182,6400000,21900000,12,727,1
1183,7100000,19800000,18,530,0
1184,8800000,19000000,14,637,1
1185,7400000,21000000,4,561,1
1186,4400000,12000000,20,421,0
1187,8600000,30300000,14,459,0
1188,6900000,26000000,14,828,1
1189,9600000,27500000,20,679,1
1190,8100000,25700000,8,455,0
1191,2600000,9400000,18,879,1
1192,9300000,26100000,14,636,1
1193,2100000,5600000,16,426,0
1194,9000000,21500000,14,508,0
1195,7000000,19200000,4,768,1
1196,2200000,6400000,20,667,1
1197,7500000,28200000,2,440,1
1198,8300000,16800000,2,366,0
1199,300000,600000,2,383,0
1200,300000,800000,4,603,1
1201,3900000,14900000,4,728,1
1202,6600000,20300000,6,549,0
1203,4100000,10700000,8,855,1
1204,1800000,5300000,12,461,0
1205,7000000,16100000,16,379,0
1206,5100000,13700000,6,559,1
1207,300000,600000,8,816,1
1208,4300000,11400000,2,560,1
1209,3200000,12000000,14,645,1
1210,4200000,11500000,6,551,1
1211,9600000,22900000,8,515,0
1212,1300000,3600000,10,657,1
1213,2400000,9300000,2,682,1
1214,600000,1600000,10,588,1
1215,9600000,38000000,10,359,0
1216,400000,1200000,4,766,1
1217,5900000,19900000,14,469,0
1218,700000,1400000,10,618,1
1219,8600000,17700000,20,711,1
1220,9000000,34000000,4,549,1
1221,5100000,20400000,6,754,1
1222,500000,1500000,6,461,0
1223,1600000,3800000,10,837,1
1224,9800000,23900000,14,459,0
1225,7800000,29700000,20,614,1
1226,6500000,24000000,16,373,0
1227,7500000,26500000,12,512,0
1228,8900000,23400000,18,781,1
1229,1800000,5800000,14,305,0
1230,7600000,27800000,6,447,0
1231,1200000,4600000,6,757,1
1232,2700000,10400000,2,723,1
1233,4600000,10900000,12,463,0
1234,6900000,18700000,10,699,1
1235,8400000,25200000,2,308,1
1236,300000,500000,18,702,1
1237,9500000,37500000,4,456,1
1238,1900000,5900000,8,651,1
1239,4200000,14500000,20,840,1
1240,2200000,7900000,18,848,1
1241,7100000,19700000,4,727,1
1242,3500000,11600000,10,335,0
1243,400000,800000,18,304,0
1244,8800000,34400000,2,712,1
1245,1800000,6600000,10,737,1
1246,7600000,29300000,14,690,1
1247,1000000,3200000,4,888,1
1248,8200000,27200000,10,839,1
1249,3600000,12400000,8,333,0
1250,9400000,23700000,18,862,1
1251,2600000,9100000,4,309,1
1252,9500000,30700000,10,823,1
1253,3500000,11700000,14,649,1
1254,9800000,35700000,10,726,1
1255,800000,3100000,18,712,1
1256,9700000,37300000,20,701,1
1257,6200000,21300000,12,655,1
1258,4400000,16600000,18,385,0
1259,1800000,3800000,4,777,1
1260,1700000,5300000,14,696,1
1261,3900000,14100000,16,496,0
1262,2200000,7900000,6,659,1
1263,6300000,17700000,2,542,0
1264,2200000,8700000,18,729,1
1265,8100000,28400000,6,744,1
1266,6800000,17000000,2,749,1
1267,4700000,14800000,20,755,1
1268,2200000,5300000,2,506,0
1269,3500000,13000000,6,391,0
1270,3500000,11600000,10,898,1
1271,500000,1500000,12,527,0
1272,9900000,35800000,20,470,0
1273,8400000,25000000,12,694,1
1274,5000000,18800000,14,325,0
1275,5500000,13400000,10,880,1
1276,3000000,11900000,14,459,0
1277,9400000,21400000,10,323,0
1278,7600000,29000000,8,739,1
1279,5500000,16300000,10,724,1
1280,3100000,7400000,18,487,0
1281,7700000,27700000,4,439,1
1282,9800000,25400000,2,655,1
1283,3200000,9200000,14,443,0
1284,700000,2600000,20,489,0
1285,3100000,8600000,14,427,0
1286,4500000,10500000,20,417,0
1287,8900000,24800000,18,842,1
1288,5900000,23200000,2,307,1
1289,1500000,4500000,18,428,0
1290,6300000,15200000,16,415,0
1291,6500000,18200000,20,405,0
1292,8000000,31500000,18,683,1
1293,3300000,10600000,14,742,1
1294,3900000,10000000,10,530,0
1295,1600000,3500000,10,844,1
1296,3900000,13900000,18,715,1
1297,8000000,26300000,12,476,0
1298,2200000,4800000,6,721,1
1299,7600000,30300000,12,339,0
1300,2700000,6800000,6,461,0
1301,6300000,23200000,12,556,1
1302,7700000,18700000,8,483,0
1303,4500000,17200000,18,406,0
1304,9400000,24800000,14,513,0
1305,4600000,12600000,16,574,1
1306,5200000,15700000,6,692,1
1307,8000000,29800000,18,867,1
1308,9900000,38500000,2,875,1
1309,8500000,18600000,10,597,1
1310,4900000,12000000,20,513,0
1311,7000000,24200000,2,354,1
1312,9600000,25900000,18,647,1
1313,9700000,23700000,6,875,1
1314,6200000,14300000,20,819,1
1315,4100000,9600000,10,521,0
1316,6100000,19900000,20,761,1
1317,700000,1900000,18,572,1
1318,6400000,24100000,12,571,1
1319,3800000,7800000,20,891,1
1320,4900000,14800000,12,895,1
1321,2100000,6600000,20,580,1
1322,6200000,23400000,8,605,1
1323,1600000,5100000,8,705,1
1324,1300000,5000000,20,423,0
1325,7300000,22500000,2,846,1
1326,2100000,5000000,4,542,0
1327,600000,2400000,18,631,1
1328,7000000,24500000,18,318,0
1329,3000000,6800000,10,541,0
1330,900000,2900000,20,782,1
1331,9600000,35000000,2,888,1
1332,1500000,3600000,14,747,1
1333,5000000,18900000,6,641,1
1334,500000,1700000,4,640,1
1335,7600000,28100000,12,324,0
1336,5500000,21200000,20,359,0
1337,6600000,23300000,12,338,0
1338,1400000,3200000,14,384,0
1339,8800000,26600000,16,545,0
1340,6200000,24200000,18,610,1
1341,8300000,27900000,18,840,1
1342,2400000,8100000,6,630,1
1343,9100000,31200000,4,508,1
1344,9500000,34900000,4,535,1
1345,1200000,3400000,20,717,1
1346,7700000,19300000,8,735,1
1347,7800000,22000000,20,528,0
1348,9400000,20000000,4,350,0
1349,1700000,5700000,12,422,0
1350,4000000,13700000,6,496,0
1351,4200000,15500000,18,794,1
1352,2400000,7700000,6,719,1
1353,2700000,6100000,14,630,1
1354,600000,1800000,4,843,1
1355,4600000,15600000,2,764,1
1356,7200000,17700000,4,662,1
1357,4700000,15500000,16,311,0
1358,4300000,10100000,2,606,1
1359,4700000,10200000,16,874,1
1360,8700000,30000000,4,370,1
1361,7000000,20500000,10,414,0
1362,600000,1100000,10,800,1
1363,6800000,16900000,12,779,1
1364,6400000,14100000,20,553,1
1365,7600000,29900000,18,445,0
1366,9000000,21400000,8,496,0
1367,2400000,5900000,10,650,1
1368,6800000,17900000,6,783,1
1369,3500000,13500000,10,535,0
1370,8900000,34000000,20,415,0
1371,6000000,15300000,8,709,1
1372,700000,2500000,14,819,1
1373,6800000,17300000,18,841,1
1374,5300000,10700000,12,700,1
1375,1400000,4200000,4,881,1
1376,1400000,4600000,4,804,1
1377,9200000,21700000,6,653,1
1378,7900000,29200000,2,663,1
1379,4500000,17500000,10,495,0
1380,3800000,9800000,8,335,0
1381,1500000,4900000,6,618,1
1382,1200000,2400000,12,480,0
1383,1700000,4900000,18,843,1
1384,5200000,14100000,16,483,0
1385,1600000,5100000,12,548,0
1386,6600000,16000000,16,379,0
1387,9400000,26600000,20,771,1
1388,300000,500000,2,353,0
1389,4600000,11500000,16,668,1
1390,6100000,21300000,2,387,1
1391,1500000,4100000,12,789,1
1392,400000,900000,2,855,1
1393,8700000,33600000,14,751,1
1394,7000000,21600000,12,739,1
1395,4700000,13100000,14,492,0
1396,7600000,23800000,16,896,1
1397,9200000,24500000,4,545,0
1398,9400000,36800000,20,891,1
1399,4800000,15100000,6,848,1
1400,600000,2400000,12,884,1
1401,4900000,14300000,14,439,0
1402,3300000,8500000,12,586,1
1403,9100000,18800000,20,308,0
1404,6100000,23500000,16,300,0
1405,8400000,19600000,2,741,1
1406,7900000,31400000,8,698,1
1407,6100000,22300000,10,733,1
1408,2000000,4200000,16,571,1
1409,9900000,29900000,20,490,0
1410,9500000,25400000,16,451,0
1411,1900000,6800000,6,559,1
1412,6900000,21400000,10,577,1
1413,1500000,5000000,4,613,1
1414,1900000,3800000,20,785,1
1415,2300000,6000000,8,690,1
1416,7800000,17100000,14,351,0
1417,400000,1000000,10,447,0
1418,9400000,19200000,20,708,1
1419,9100000,21700000,12,549,0
1420,9000000,18800000,8,797,1
1421,7100000,14300000,14,537,0
1422,800000,2500000,12,828,1
1423,4500000,9600000,14,471,0
1424,8500000,25400000,4,336,0
1425,2500000,9800000,16,424,0
1426,1500000,3300000,18,440,0
1427,6200000,17300000,8,583,1
1428,1300000,2900000,6,480,0
1429,6600000,25800000,10,670,1
1430,5300000,13700000,6,329,0
1431,1400000,3000000,6,754,1
1432,2900000,7800000,18,588,1
1433,6500000,16500000,4,551,1
1434,8300000,18900000,4,316,0
1435,8900000,32200000,12,382,0
1436,5300000,15000000,6,717,1
1437,2800000,7300000,6,676,1
1438,8000000,27800000,6,667,1
1439,3900000,10500000,20,821,1
1440,6200000,20100000,20,345,0
1441,5900000,19200000,10,442,0
1442,6000000,23300000,12,672,1
1443,9100000,29300000,2,508,1
1444,3400000,12300000,10,615,1
1445,1800000,4400000,8,689,1
1446,300000,1200000,18,747,0
1447,9000000,22800000,10,412,0
1448,6400000,16900000,2,703,1
1449,5800000,22200000,16,884,1
1450,2600000,8600000,18,651,1
1451,6600000,17300000,14,793,1
1452,6100000,21800000,4,407,1
1453,4100000,11100000,8,390,0
1454,300000,1000000,12,469,0
1455,4700000,10400000,6,373,0
1456,1500000,5800000,2,304,1
1457,2700000,8300000,8,833,1
1458,6900000,20900000,2,302,1
1459,7600000,28700000,6,397,0
1460,4100000,10000000,6,891,1
1461,4100000,12200000,2,457,0
1462,1600000,3200000,16,657,1
1463,400000,1400000,2,480,1
1464,4400000,17300000,20,840,1
1465,3800000,8000000,12,866,1
1466,4300000,17000000,8,619,1
1467,9000000,33500000,2,748,1
1468,9500000,25500000,12,881,1
1469,6900000,13900000,8,829,1
1470,4300000,11100000,6,312,0
1471,6600000,21400000,10,467,0
1472,5200000,14300000,18,650,1
1473,400000,1100000,6,711,1
1474,1300000,4100000,18,886,1
1475,9700000,28400000,4,494,0
1476,5400000,10900000,14,741,1
1477,1200000,3300000,12,876,1
1478,7000000,26400000,14,610,1
1479,7600000,26000000,6,778,1
1480,700000,1800000,14,571,1
1481,7500000,25100000,18,554,1
1482,2300000,6200000,8,712,1
1483,5600000,11500000,4,695,1
1484,5400000,10900000,20,366,0
1485,1800000,5500000,10,426,0
1486,2900000,6900000,10,320,0
1487,1400000,4600000,8,543,0
1488,2800000,11000000,16,525,0
1489,3300000,13100000,12,812,1
1490,7000000,25300000,14,697,1
1491,3900000,15100000,12,527,0
1492,5700000,17200000,4,512,1
1493,4100000,9200000,4,671,1
1494,2200000,8700000,20,539,0
1495,2200000,7200000,10,532,0
1496,2500000,7700000,16,485,0
1497,900000,2100000,6,521,0
1498,2900000,7400000,10,874,1
1499,9800000,22900000,10,788,1
1500,5200000,14800000,12,659,1
1501,8600000,19600000,16,498,0
1502,4800000,13200000,20,310,0
1503,2000000,4700000,6,785,1
1504,3600000,8700000,10,309,0
1505,5300000,19600000,2,433,1
1506,400000,1300000,18,801,1
1507,6500000,22400000,6,488,0
1508,2300000,6000000,16,756,1
1509,1000000,2800000,4,757,1
1510,3200000,10100000,6,828,1
1511,3400000,7200000,12,733,1
1512,9600000,38200000,8,421,0
1513,5300000,20300000,4,872,1
1514,4700000,17400000,10,393,0
1515,9700000,37800000,12,700,1
1516,8800000,21600000,18,613,1
1517,5900000,13400000,6,455,0
1518,2400000,7100000,16,871,1
1519,7900000,21500000,16,497,0
1520,1400000,2700000,2,649,1
1521,3500000,10000000,14,709,1
1522,3400000,13500000,12,705,1
1523,6100000,23600000,2,476,1
1524,3000000,7100000,4,819,1
1525,3400000,9400000,16,535,0
1526,400000,1200000,14,889,1
1527,5900000,11800000,12,468,0
1528,400000,800000,2,759,1
1529,9000000,33600000,2,426,1
1530,8800000,23600000,8,712,1
1531,2000000,4700000,2,615,1
1532,4700000,14000000,12,784,1
1533,2700000,6100000,16,677,1
1534,2600000,7900000,12,306,0
1535,9000000,25400000,16,655,1
1536,5100000,19400000,8,755,1
1537,6600000,25800000,18,598,1
1538,4400000,9800000,18,712,1
1539,1500000,4600000,6,524,0
1540,6200000,23100000,16,838,1
1541,900000,2900000,6,560,1
1542,7700000,26400000,12,759,1
1543,600000,2400000,6,454,0
1544,4300000,16500000,4,539,1
1545,8200000,27800000,16,827,1
1546,3500000,11900000,12,686,1
1547,9900000,34100000,14,371,0
1548,700000,1900000,4,784,1
1549,2100000,7300000,16,826,1
1550,3200000,10500000,12,502,0
1551,2900000,7800000,8,367,0
1552,7000000,18300000,6,541,0
1553,3700000,13600000,16,608,1
1554,4500000,13100000,12,570,1
1555,200000,800000,18,752,1
1556,5600000,20500000,8,873,1
1557,5400000,18600000,2,538,1
1558,300000,1000000,10,819,1
1559,7500000,29800000,18,770,1
1560,2500000,9600000,6,345,0
1561,3100000,8100000,12,730,1
1562,7600000,19300000,20,835,1
1563,500000,1700000,2,811,1
1564,2700000,5900000,14,662,1
1565,3500000,13300000,4,420,1
1566,3700000,11700000,4,413,1
1567,5600000,20000000,10,367,0
1568,4800000,16400000,14,390,0
1569,5200000,12200000,2,602,1
1570,2900000,11500000,16,843,1
1571,2700000,6800000,20,713,1
1572,5000000,16200000,8,591,1
1573,2700000,9400000,14,701,1
1574,2800000,10000000,12,655,1
1575,7300000,20000000,18,720,1
1576,5900000,15100000,10,794,1
1577,8100000,21300000,2,392,0
1578,1900000,7100000,6,583,1
1579,1800000,6800000,18,457,0
1580,7600000,17800000,14,570,1
1581,9100000,30100000,14,890,1
1582,5300000,12300000,14,472,0
1583,3700000,10900000,12,788,1
1584,9500000,35300000,6,605,1
1585,8300000,30500000,10,473,0
1586,6400000,21500000,16,728,1
1587,5300000,17800000,16,505,0
1588,5600000,19300000,6,407,0
1589,900000,1700000,18,464,0
1590,2400000,7200000,20,514,0
1591,9500000,23000000,10,627,1
1592,7400000,14900000,20,627,1
1593,1500000,3200000,10,858,1
1594,8800000,30200000,8,607,1
1595,4900000,14300000,4,663,1
1596,8100000,26900000,6,522,0
1597,2300000,9100000,20,610,1
1598,3000000,6600000,16,462,0
1599,3900000,9300000,8,591,1
1600,1700000,6500000,20,636,1
1601,2100000,4900000,10,359,0
1602,9700000,25000000,4,542,0
1603,3500000,11800000,4,642,1
1604,1500000,5500000,4,414,1
1605,8800000,26200000,20,865,1
1606,900000,3100000,10,369,0
1607,3500000,10800000,14,838,1
1608,5500000,21200000,4,582,1
1609,9800000,23200000,10,416,0
1610,2100000,5500000,20,705,1
1611,1800000,5700000,18,306,0
1612,5800000,13000000,8,851,1
1613,6700000,17200000,18,613,1
1614,4300000,16300000,10,366,0
1615,1200000,2800000,12,431,0
1616,9700000,25900000,2,754,1
1617,5400000,11200000,10,447,0
1618,5300000,14100000,14,510,0
1619,7300000,24200000,20,324,0
1620,9500000,19200000,2,523,0
1621,7200000,15600000,2,362,0
1622,9000000,32900000,6,657,1
1623,6500000,23300000,12,790,1
1624,9500000,30500000,18,500,0
1625,9900000,33200000,4,465,1
1626,2900000,8700000,6,409,0
1627,700000,1800000,20,626,1
1628,4200000,13400000,16,545,0
1629,4200000,11400000,10,654,1
1630,7600000,26500000,6,515,0
1631,7100000,18800000,12,838,1
1632,4700000,16000000,14,406,0
1633,9800000,23200000,10,573,1
1634,9800000,38700000,2,611,1
1635,5100000,13400000,16,649,1
1636,3300000,7700000,12,775,1
1637,4500000,12500000,12,469,0
1638,3900000,12800000,18,587,1
1639,3200000,9900000,10,316,0
1640,3200000,10400000,10,556,1
1641,9600000,31200000,12,578,1
1642,8700000,18900000,2,554,1
1643,1900000,6800000,6,892,1
1644,2900000,10200000,10,315,0
1645,6200000,12900000,10,695,1
1646,5900000,20300000,4,806,1
1647,3200000,12800000,8,638,1
1648,1300000,5000000,4,610,1
1649,1300000,3200000,4,810,1
1650,8700000,33200000,4,866,1
1651,6300000,23800000,10,760,1
1652,4300000,11200000,6,556,1
1653,6400000,23500000,12,684,1
1654,7700000,25800000,18,578,1
1655,6900000,23900000,12,814,1
1656,4200000,14800000,20,510,0
1657,3900000,9000000,2,674,1
1658,2000000,4900000,14,570,1
1659,500000,1700000,2,680,1
1660,3500000,8800000,12,803,1
1661,3100000,10700000,16,357,0
1662,4900000,19000000,4,575,1
1663,1000000,3600000,4,546,1
1664,6700000,21400000,8,370,0
1665,4100000,9400000,6,713,1
1666,1600000,3800000,2,896,1
1667,2400000,9200000,14,626,1
1668,2200000,6400000,4,854,1
1669,3200000,8400000,18,802,1
1670,1600000,4400000,20,382,0
1671,3900000,14900000,6,415,0
1672,2000000,6300000,4,366,1
1673,7600000,25400000,10,595,1
1674,9800000,21300000,2,356,0
1675,7900000,29900000,6,568,1
1676,1600000,4000000,10,615,1
1677,6400000,13900000,12,313,0
1678,6400000,17900000,6,575,1
1679,1600000,5500000,10,577,1
1680,9200000,30700000,10,455,0
1681,7800000,24900000,6,500,0
1682,4000000,9400000,8,509,0
1683,6100000,19400000,8,379,0
1684,7100000,14500000,14,664,1
1685,2500000,9900000,6,623,1
1686,3200000,8700000,16,558,1
1687,1700000,4300000,18,580,1
1688,6300000,17600000,6,612,1
1689,700000,2400000,14,705,1
1690,1100000,2700000,18,301,0
1691,8900000,32000000,16,711,1
1692,300000,700000,20,735,1
1693,2200000,5200000,14,682,1
1694,3400000,13500000,10,348,0
1695,7900000,23500000,20,750,1
1696,5800000,18200000,16,835,1
1697,9400000,20000000,6,389,0
1698,4800000,18900000,4,866,1
1699,7600000,26600000,4,689,1
1700,5900000,17600000,16,645,1
1701,4300000,10100000,2,797,1
1702,6100000,17800000,6,849,1
1703,5400000,19700000,20,423,0
1704,5200000,11200000,2,370,0
1705,8500000,31300000,12,378,0
1706,900000,1900000,20,417,0
1707,1400000,4100000,20,530,0
1708,2400000,9300000,20,543,0
1709,6300000,15000000,18,750,1
1710,3100000,7600000,20,346,0
